user,location,source,place,created_at,geo_enabled,friends_count,text,retweet_count,retweeted_status
kbrjls,"Chennai, India",Twitter for Android,,2021-05-09 15:34:25,False,197,@minicnair Now railway minister watching Ramayana serial hence no time to spare for bharath oxygen train.,0,False
mohan3589,,Twitter Web App,,2021-05-09 15:34:24,False,66,we are trying to find bed with ventilator in all over trichy. No hospital is taking us even if there is bed.Current… https://t.co/eCr5r9C7Nt,0,False
manish_tiwari18,New Jersey ,Twitter Web App,,2021-05-09 15:34:21,False,53,@Anjna116 We see news everyday 1000s of #Remdesivir every day + production is highest then why people of running on… https://t.co/iBKITwl5Au,0,False
SufiKabir1,,Twitter for Android,,2021-05-09 15:34:21,False,8,@mobyshah @RepMalinowski @repmarkpocan @RepMcCaul Ventilators and oxygen cylinder are supplied all over the country… https://t.co/Edw2Ij6UQS,0,False
rnarula99,"New Delhi, India",Twitter for Android,,2021-05-09 15:34:20,False,9,"@PMOIndia 
Sir, I feel there is a big conspiracy behind shortage of oxygen. It seems to be a well crafted plan to d… https://t.co/gKniFBraEM",0,False
actor_tripurari,"Mumbai, India",Twitter for Android,,2021-05-09 15:34:17,False,329,@AamirSoyel @jdhankhar1 @MamataOfficial Haha...no oxygen For TMC people.they have killed our hindus brothers and si… https://t.co/p1rjDfd6GH,0,False
AqibAli41875408,Jammu And Kashmir,Twitter for Android,,2021-05-09 15:34:16,False,109,"One more positive step by UT govt. 
HelpLine for #Kashmir in 24×7.#CORONA19India #NayaKashmir #Oxygen… https://t.co/1FxL1kVIfU",0,False
siba070779,"Orissa, India",Twitter for Android,,2021-05-09 15:34:14,True,417,@AamAadmiParty @ArvindKejriwal @msisodia First you clarify How much oxygen you have export to blackmarketers for yo… https://t.co/xnPEwmhYV5,0,False
Only4BTS_OT7,BTS' rabbit hole,Twitter for Android,,2021-05-09 15:34:13,False,215,@BornToBe_CLOWN Running out of oxygen HAHGHAAH,0,False
ArunGarimella,"Vijayawada, India",Twitter for Android,,2021-05-09 15:34:07,False,93,"Sir, Need Oxygen bed urgently in Vijayawada, Andhra Pradesh.

Patient Name: Satyavathi
Age:75
Contact: 7995807468… https://t.co/4UuRlXucpe",0,False
HelplineCOVID,,Twitter for Android,,2021-05-09 15:34:04,False,18,"VERIFIED BY @HelplineCOVID AT 08:30 PM 09/05

Normal, Oxygen and ICU beds available at Saras Hospital, Patna, Bihar… https://t.co/cBCh4O5tVX",6,False
TARizvi,"Abul Fazal Enclave, New Delhi",Twitter for Android,,2021-05-09 15:34:04,False,246,@BjpRajkumar1 @TajinderBagga @narendramodi @KapilMishra_IND Stand with Indian Hindus First they are dying without oxygen....,0,False
TimesNow,India,Twitter Media Studio - LiveCut,,2021-05-09 15:34:02,True,375,"For the first time in 3 months, 7-day average of new Corona cases 'slide'. Health experts cite encouraging signs. O… https://t.co/7Z4qFcq3jN",5,False
robin0455,"Bharat, Earth",Twitter for Android,,2021-05-09 15:34:00,False,399,"@rajasinghsewara @MimrotReena @ShilpiSinghINC abhi es pandemic k baad ya usse pehle dekhna, har ghar mai ak medical… https://t.co/GB8isyexax",0,False
SachdevaDinesh,,Twitter Web App,,2021-05-09 15:34:00,False,545,@MSTawarIAS @CMOfficeUP @PMOIndia @DCsofIndia @myogiadityanath @AwasthiAwanishK @ShishirGoUP @InfoUPFactCheck… https://t.co/QScTyf7qQe,0,False
ThinkSrinii,"Auckland, New Zealand",Twitter Web App,,2021-05-09 15:34:00,False,336,"Need urgent oxygen bed #bedsforTN
Patient name: Padmasri
Age: 42
CORADS 5( 16/25)
Location: Chennai
Contact: 984007… https://t.co/DLqOw6nhCS",0,False
JashMehta19,,Twitter Web App,,2021-05-09 15:33:57,True,890,"#CoviBuddy #SOSDelhi #HospitalBeds 
Useful information for Delhi - Oxygen Beds
Lok Nayak Hospital, 011 2323 6000

“… https://t.co/rJ5JWTirgz",0,False
Mr_Faizyy,,Twitter for Android,,2021-05-09 15:33:57,True,31,"@irahulvohra didnt die due to lack of oxygen, he was murdered by @narendramodi and GoI. You and your unqualified go… https://t.co/pqWyFIpZnq",0,False
hsc285,Mumbai,Twitter for iPhone,"Place(_api=<tweepy.api.API object at 0x000001AE81071310>, id='7929cea6bd5b32bd', url='https://api.twitter.com/1.1/geo/id/7929cea6bd5b32bd.json', place_type='city', name='Mumbai', full_name='Mumbai, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001AE81071310>, type='Polygon', coordinates=[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]), attributes={})",2021-05-09 15:33:54,True,348,after 8 rounds of election rallies - this is surprising???! Melas? This? People are dying without oxygen. The pm is… https://t.co/cti6kCziFj,0,False
Paul_Oommen,"Hyderabad, India",Twitter for Android,,2021-05-09 15:33:53,False,1243,Officials inform CM KCR that there is no oxygen shortage of #Oxygen in the state and that #Remdesivir is also avail… https://t.co/EDoQquRZHm,3,False
vlaks1116,,Twitter for Android,,2021-05-09 15:33:53,True,37,"@ANI Look into interiors and rural areas , distribute oxymeter and oxygen concentrators and neublizers to panchayat… https://t.co/gKxjlAZt8s",0,False
GoswamiSantosh_,India,Twitter for Android,,2021-05-09 15:33:53,False,48,Please see this to understand how AAP GOVT has been black marketing the oxygen concentrators and remdeceiver riskin… https://t.co/dFXx81my7J,0,False
TheAngryBuddha_,Nepal,Twitter for Android,,2021-05-09 15:33:53,True,377,"I can only imagine having ICU beds, ventilators and no oxygen. It would not only add to avertible mortality but wou… https://t.co/S3QfmdPsBF",0,False
kunal084,Berlin,Twitter for Android,,2021-05-09 15:33:52,False,508,"After hospital bed scam, oxygen shortage this was the only news which was remaining to be heard! #hospitalscam… https://t.co/5PRTi2h0us",0,False
k_chandesh,,Twitter for Android,,2021-05-09 15:33:51,False,49,"Need oxygen cylinder. Please help

@srivatsayb #SOS #SOSIYC @SonuSood @Bhavyanmurthy https://t.co/AMxUcFMCHD",0,False
_YoongisPaws,"Rome, Italy",Twitter for Android,,2021-05-09 15:33:51,True,491,8@@@9@9@9kakwowqooaamamak ajahahahahah im laughing and crying ahahaj im shedding r3al tears no jokes i need oxygen… https://t.co/M1yJnRSTf2,0,False
unknownuser6978,,Twitter for Android,,2021-05-09 15:33:49,False,23,@MMadhikere @Little_knightss India is dependent on israel for oxygen cylinders😂 keep supporting phukin israel. You… https://t.co/kTwm1X6RcV,0,False
atulgera007,Ranchi Jharkhand India,Twitter for Android,,2021-05-09 15:33:48,True,695,"Purnima Mukherjee, Age - 62admitted in Sadar Hospital her oxygen level is 60 now seeks immediate attention. 
She is… https://t.co/egAKjS0BQ8",5,False
kumar69781989,,Twitter for Android,,2021-05-09 15:33:44,False,1632,"@HardeepSPuri @BJP4Delhi @BJP4India @BJPLive A trivial for BJP:
Modi's palace &amp; Central vista project cost Rs 20,00… https://t.co/wr1nrl0KEj",0,False
taetaeluv30,,Twitter for iPhone,,2021-05-09 15:33:42,False,211,I need oxygen!! 😭🤲,0,False
PramodBankoti,"देवभूमि, उत्तराखंड",Twitter for Android,,2021-05-09 15:33:41,True,406,@krishnadw2017 @msisodia @ArvindKejriwal @kapsology @ipathak25 @dilipkpandey It's done by the government whom you a… https://t.co/lfStomu1hr,0,False
Md_samirr,"Kolkata, India",Twitter for Android,,2021-05-09 15:33:41,False,521,Our country is bleeding. People are dying. Oxygen availity has taken and is taking so much life. Please people unde… https://t.co/XWzDKcjInc,0,False
MaggieRasmusse2,,Twitter for Android,,2021-05-09 15:33:40,False,638,@SethAbramson @mick_bloom_ Please consider a trip to a doctor. I was not sleeping well for yrs and asked for sleepi… https://t.co/Bmui8k4UAl,0,False
ImSam_Jaiswal,"Lucknow, India",Twitter for Android,,2021-05-09 15:33:40,True,23,"✅ Verified
LUCKNOW
Oxygen beds available.

Name: Sri Sai Life
Contact : 9450407843
Location: Near SGPI hospital, Ra… https://t.co/Jq8wCd4niN",0,False
dykwh04,,Twitter for Android,,2021-05-09 15:33:38,False,241,"@treasuremembers doyoung's selca is not just a selca, its a cultural reset, its the oxygen you breathe, a reason to… https://t.co/38FwKPkMP1",0,False
TimesofNewsHUB,,WordPress.com,,2021-05-09 15:33:36,False,110,COVID-19: Police raid Indian hospital and accuse doctors of ‘false scare-mongering’ over low oxygen supplies https://t.co/apCq4Pbv3I,0,False
shubham090892,"Kota, India",Twitter for Android,,2021-05-09 15:33:34,False,93,"@SonuSood @SoodFoundation Urgent requirement of ventilator in SMS hospital, Jaipur (Rajasthan)
Patient Name- Subhas… https://t.co/GmltrT7zdc",0,False
JSPNaiduVinodh,భారతదేశం,Twitter for Android,,2021-05-09 15:33:32,True,118,"Oxygen flow meter available in #vizag
anyone want contact  9052151489.

#Vizag #CovidHelp #Covid19IndiaHelp… https://t.co/Mwih2iJkJ7",0,False
Anshusi24267651,,Twitter for Android,,2021-05-09 15:33:28,False,58,"@SonuSood @shubhamVawasthi @SoodFoundation Patient Name: C M Khandelwal
Age: 64
Date of First Symptom( if covid): 4… https://t.co/d5tzxOVa24",1,False
Narendr80184210,,Twitter for Android,,2021-05-09 15:33:28,False,1,"@sharadjhun Small amount of alum ( fitkari) along with honey 
Twice a day
To dissolve any sort of kaph within body… https://t.co/twpcgWrZ1I",0,False
andigifs,"london uk, third floor ",Twitter for Android,,2021-05-09 15:33:27,False,106,"to more hopia and oxygen w you guys! :D

KODREA FIVEBULOUS MONTHS",12,False
emergencyquad,19 | she/her | read carrd byf!,Twitter for iPhone,,2021-05-09 15:33:24,False,140,why do you want boyang to podium so badly if you don't mind me asking :) — bc he’s the love of my life! and also he… https://t.co/SmPIL81u1W,0,False
TajinderBagga,Delhi/Muzaffarpur/Machhiwara,Twitter for Android,,2021-05-09 15:33:23,True,8468,"Can anyone help in Admission in Bengaluru
Covid Report is Negative
But Covid detected from HRCT Report
HRCT Score 7… https://t.co/fHSi3KlKST",79,False
rakeshsingh1115,kalapipal ,Twitter for Android,,2021-05-09 15:33:21,False,236,"Verified bed available

09/05/21
5:30

GD Hospital

MG road indore

9755400832

3 isolation beds available,
3 oxyge… https://t.co/znbu9ddY0E",0,False
thevirdas,"Mumbai, Maharashtra",Twitter Web App,,2021-05-09 15:33:16,True,151,"Very happy to report the #VirDasAtHome shows raised about 7.2 Lakhs this weekend for Hemkunt and Helpnow 24/7 

All… https://t.co/cZEkJpwpvz",17,False
MrGladPortBlair,"Andaman Nicobar Islands, India",Twitter Web App,,2021-05-09 15:33:16,False,191,"Clinical trial showed 2-DG drug helps in faster recovery of hospitalised patients, reduces supplemental oxygen depe… https://t.co/pkES07MDmQ",0,False
sweet_potato258,"Bhopal, India",Twitter for Android,,2021-05-09 15:33:15,False,505,"@IOpposeConvrsn India: Taking oxygen from Saudi Arab, Egypt, Bangladesh, Qatar
Bhakt: I stand with Israel, which is… https://t.co/cSupQtCVZE",0,False
rinkuupadhyaya,,Twitter for Android,,2021-05-09 15:33:14,False,65,@SonuSood @SoodFoundation This is the request to arrange 1 oxygen concentror for the resident of Samriddhi Grand Av… https://t.co/KQEEK1y63o,0,False
sxltedcarxmel,PH,Twitter for Android,,2021-05-09 15:33:12,False,350,I need oxygen.😰 https://t.co/afpF2bzNB4,0,False
PuneSuperGiant,Pune- Kolkatta,Twitter for iPhone,,2021-05-09 15:33:11,False,3484,@D_Roopa_IPS @Tulasi_K_Gowda @CMofKarnataka @BBMPCOMM @drashwathcn @mla_sudhakar @DgpKarnataka @VVani4U… https://t.co/nXfCJymVRU,0,False
GermanyinIndia,"New Delhi, India",Twitter for Android,,2021-05-09 15:33:10,True,641,#SundayMotivation Setting up of the #oxygen production plant in New Delhi is done! Commendable coop b/w 🇩🇪 &amp; 🇮🇳 tea… https://t.co/zyCPXxYRyw,4,False
wdamidoinhere,,Twitter for Android,,2021-05-09 15:33:09,True,218,"@TsJeyaraman @saikiran @Shawan_speaks @ShekharGupta Never mind state governments, even private hospitals are free t… https://t.co/O4OUj7XxWi",0,False
Sriniva88093629,,Twitter for Android,,2021-05-09 15:33:07,False,273,"@HariKrishnaCMO @DevineniAvi @KesineniSwetha @GunturMDM @kesineni_nani @KesineniBhavan 
Hi sir,
One oxygen bed need… https://t.co/73ydqz5Q8d",0,False
ashish66866,Bangalore,Twitter for Android,,2021-05-09 15:33:06,True,273,@IndianExpress These so called intellectual will leave no chance of politics... what did they do for Delhi health i… https://t.co/S0zCRyAR6q,0,False
Valorousgorv1,india,Twitter for Android,,2021-05-09 15:33:05,False,218,"@DeependerSHooda @TeamDeepender 
Rohtak @RohtakTeam
Urgent need oxygen cylinder Full/ Empty 

Patient name -Santosh… https://t.co/MUXbA99mAv",0,False
demo_CRASH_y,"Kolkata & The Sunderbans, WB.",Twitter for Android,,2021-05-09 15:33:05,False,1087,@asadowaisi @PMOIndia The buck stops with PM Modi. Allowing religious &amp; political congregations could be interprete… https://t.co/bC71EH3hrr,0,False
UtdJadon_,20 yo game developer,Twitter for Android,,2021-05-09 15:33:03,True,567,"Normal people live on food and oxygen, but Martial stans live on his old comps &amp; ""We WiLl bE bAcK tWeEts""",0,False
Dwandgeet,,Twitter Web App,,2021-05-09 15:33:03,False,0,@coverif_in Kamal Juneja sold us an empty oxygen cylinder for 12K. Please  blacklist him. Cheating people when they… https://t.co/Fvp07vsmvf,0,False
StalinPicasso,,Twitter for iPhone,,2021-05-09 15:33:03,False,317,@rohanrgupta Spending citizens money when the very citizens are gasping for oxygen &amp; dying on streets is horrendous!,0,False
RastogiPaarth,"Lucknow, India",Twitter for Android,,2021-05-09 15:32:59,False,60,"@SonuSood
Format for help post: -
 Need help-plazma
 patient's name - Nalini Sharma
 Ages -62
 Lungs infection
 Hos… https://t.co/SYyyydJmk0",0,False
jungalk,India,Twitter for Android,,2021-05-09 15:32:57,True,440,@shaziailmi Does the Emperor need a palace when his subjects are dying because we dont have the resources for the v… https://t.co/XIWmp60RnW,0,False
female_alientae,she/her ,Twitter for Android,,2021-05-09 15:32:55,False,387,I guess there is really very much demand of oxygen today anyone want it i am selling oxygen and don't worry i have saved enough for me,0,False
dusshool99fan,Middle of nowhere,Twitter Web App,,2021-05-09 15:32:54,True,1,@TandonRaveena Good &amp; hope the Oxygen reaches the most needy in terms of life support &amp; saves max lives. If you had… https://t.co/pe23TLxKsl,0,False
itsayushishukla,"Raipur, Chattisgarh ",Twitter for Android,,2021-05-09 15:32:53,False,43,"Where vaccination and Covid management, medicines, Oxygen, hospitals should have been Chattisgarh Government priori… https://t.co/zzugBN2uKl",0,False
skashamahajan,,Twitter Web App,,2021-05-09 15:32:46,True,258,"@rashtrapatibhvn @ArvindKejriwal Nation feels BJP does not want Covid-19 patients to get ICU beds,oxygen,Remdesivir… https://t.co/924qNoR7wi",1,False
World17190241,,Twitter for Android,,2021-05-09 15:32:45,False,2,@hulycon @Chahal_Shekhar @beingarun28 Is Pakistanis giving oxygen to India?? I wonder which galaxy currently we are living,0,False
saitejadhora,"sullurpeta, India",Twitter for Android,,2021-05-09 15:32:39,True,783,"Emergency: Heart Patient
Saturation was fallen down to 80..please help us to find Oxygen/ICU bed in #Nellore 🙏🙏🙏… https://t.co/2kNiLd9vLW",1,False
akshaykittu,"Anand, India",Twitter for Android,,2021-05-09 15:32:36,True,289,"@Rajasthan_PYC @VijaySinghINC Sir plz help
Patient Name :- Ayub Ali
Contact No:- 9782987730
struggling alone in Jai… https://t.co/MoG6oFErAY",0,False
Gurwinderr1983,,Twitter for Android,,2021-05-09 15:32:35,True,865,"Why modi banned delhi people oxygen in m
 April 2021 ???? https://t.co/7e5yhzTXvy",0,False
MehlaSomesh,India,Twitter for Android,,2021-05-09 15:32:31,False,41,@msisodia Please look into delhi infrastructure and build some oxygen plant and stop day dreaming nobody will remember till 2024,0,False
Aisha24503962,,Twitter for Android,,2021-05-09 15:32:31,False,419,@InstantHelpCo19 Sir need oxygen in gaziyabad,0,False
sureshharish100,,Twitter for Android,,2021-05-09 15:32:31,False,385,@RakeshB49472914 @rajivkshathriya @keralaCastro @KpjayadeepK @AsianetNewsML @RahulGandhi Well those beds and oxygen… https://t.co/wt8Qss5LL2,0,False
niravvyas6580,,Twitter for Android,,2021-05-09 15:32:26,False,36,@DaaruBaazMehta @msisodia Mr. Sisodiya if other states has thought for oxygen like the way yuo are think about vacc… https://t.co/N38wNTOKiA,0,False
Manoj876920,"Jaipur, India",Twitter for Android,,2021-05-09 15:32:25,True,123,"@ashokgehlot51 Name - Mrs gaindi devi 
Age - 62 
Oxygen level - 78%
Admitted to -  Sevayatan Maternity &amp; General Ho… https://t.co/P9zKArfOn2",0,False
thesykelife,,Twitter Web App,,2021-05-09 15:32:23,False,33,Y'ALL SEEING THIS??!! WHO told this mfer to dye his hair purple tie in a ponytail stand like this with that gaze we… https://t.co/63Ao3IpuHY,0,False
rajanp78,"Kottayam, India",Twitter Web App,,2021-05-09 15:32:22,False,1663,@writeshoeb @sajid__says @Ameenkh43725220 @FayelaShaza @KhanamSubiya @iqbalaatif4 @Umme_Rafeda @aamirkhanbt… https://t.co/lbC0XvMtdv,0,False
vishal_can,"Gujarat, India",Twitter for Android,,2021-05-09 15:32:21,False,347,"Neither #IndiaStandsWithPalestine nor #IndiaStandsWithIsrael, now India stand in oxygen queue.!",0,False
JainIvan,India,Twitter for Android,,2021-05-09 15:32:20,False,64,@TimesNow Somebody tell SC to deploy 6 Oxygen plants (similar to DRDO 2 plants) in different districts of Delhi in… https://t.co/YhYZ2D1yPi,0,False
ResourcesBot,,resourcesbot00,,2021-05-09 15:32:18,False,1,"@namovam @zoo_bear @thevirdas Here's a list of recent resources for oxygen in Bhopal:
https://t.co/RlNJyS8ZqQ… https://t.co/q68gMQ8Ied",0,False
thesmruti,भारत,Twitter for Android,,2021-05-09 15:32:17,True,239,@IsmailA29021480 @AmitShah This is the language of that state which supplies maximum Oxygen to many of the states..… https://t.co/fzZ248n2aU,0,False
Manoj876920,"Jaipur, India",Twitter for Android,,2021-05-09 15:32:15,True,123,"@ashokgehlot51 Name - Mrs gaindi devi 
Age - 62 
Oxygen level - 78%
Admitted to -  Sevayatan Maternity &amp; General Ho… https://t.co/paav2ZXghA",0,False
go2jahfar,,Twitter for Android,,2021-05-09 15:32:14,False,1553,@runcaralisarun Cylinder without oxygen?..,0,False
lucifeeerrrrrrr,inside my head. ,Twitter for Android,,2021-05-09 15:32:11,False,874,"@Homonkulosu @itsAngieComics do you have a list of more? 
if you do, i need your lissstttttttt!!!!!!!! 😭😭😭😭
please… https://t.co/x7VjITVtmD",0,False
Ashoke_Raj,National Capital ,Twitter for iPhone,"Place(_api=<tweepy.api.API object at 0x000001AE81071310>, id='317fcc4b21a604d5', url='https://api.twitter.com/1.1/geo/id/317fcc4b21a604d5.json', place_type='city', name='New Delhi', full_name='New Delhi, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001AE81071310>, type='Polygon', coordinates=[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]), attributes={})",2021-05-09 15:32:11,True,2102,"To fight the pandemic crisis in India, @KCC_INDIA sent 230 oxygen concentrators, 200 oxygen cylinders and 100 negat… https://t.co/v8XicyrSyR",1,False
htTweets,India,TweetDeck,,2021-05-09 15:32:10,True,129,"BKU media in-charge Dharmendra Malik said protestors are drinking 'kaadha' and 'nimbu paani' to improve immunity, s… https://t.co/ahuuzFlhYz",4,False
LSeadawg,"Kavaratti, India",Twitter Web App,,2021-05-09 15:32:09,True,117,@patelpragneshd @ShashiTharoor if that is the case why we facing a second wave? why so many number of deaths? why p… https://t.co/E1QrdhVa0H,0,False
omgoa_dot_com,,omgoa,,2021-05-09 15:32:09,False,86,#GoaDiary_Goa_News   Covid-19: Increasing Oxygen supported beds across J&amp;K: Atal Dulloo https://t.co/ZRBZvwRS9c,0,False
anilsingh46,,Twitter Web App,,2021-05-09 15:32:06,False,117,"@shaziailmi is this your priority ? you should be more focused on health  services, vaccines, oxygen arrangements ,… https://t.co/xkPawFuvvT",0,False
findthecolors,,galaxy far far far away,,2021-05-09 15:32:04,False,2,"@triVVedi There are people who are making calls and checking for availability of oxygen in Gurgaon:

-… https://t.co/02ogribivK",0,False
millerjain1,"Greater Noida, India",Twitter for iPhone,,2021-05-09 15:32:03,False,442,@AbhishekBJPUP @shalabhmani @dmdeoria @swatantrabjp @tryambakbjp Sir plz help need oxygen cylinder Muzaffarnagar Khatauli Shivpuri mr Arjun,0,False
JuviaLcksr_,"Fiore, Magnolia, Fairy Tail",twittbot.net,,2021-05-09 15:32:02,False,21,#JuviasMagic Water Bubbles: Juvia has the ability to create bubbles of water which can be used as a container that stores oxygen,0,False
NTanjore,Bharatam,Twitter for Android,,2021-05-09 15:32:00,False,1490,@anexcommie @GopalanVs2 @popcornmsm The tweet was about sterile n others giving oxygen in TN what has sun group don… https://t.co/qSZIQeX0As,0,False
Astore_US,United States,Twitter Web App,,2021-05-09 15:31:58,False,4660,"Zacurate Pro Series 500DL Fingertip Pulse Oximeter Blood Oxygen Saturation Monitor with Silicon Cover, Batteries an… https://t.co/a2CzQIuQNc",0,False
Ankit36303910,,Twitter for Android,,2021-05-09 15:31:58,False,23,@mvs_narayana @JMehta65 Look at delhi only they always rely on central govt for oxygen but why they cant make new o… https://t.co/0MzgRFQq6s,0,False
DeepnayanGurjar,महवा दौसा राजस्थान ,Twitter for Android,"Place(_api=<tweepy.api.API object at 0x000001AE81071310>, id='7c47391cfb24e6f7', url='https://api.twitter.com/1.1/geo/id/7c47391cfb24e6f7.json', place_type='city', name='Mahwa', full_name='Mahwa, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001AE81071310>, type='Polygon', coordinates=[[[76.913796, 27.036858], [76.942943, 27.036858], [76.942943, 27.057094], [76.913796, 27.057094]]]), attributes={})",2021-05-09 15:31:56,True,49,"Please help sir urjent need oxygen bed in mahwa dausa ,jaupur
Patent name -maharaj singh 
Age 48 o2 level 83
Attend… https://t.co/PFU7eH06WO",0,False
IamAyaan8,,Twitter for Android,,2021-05-09 15:31:55,False,491,"Need bed &amp; oxygen cylinder
Name :chaitra nadiger
Covid:positive
Spo2: 82%
C/o :abhishek j jamadar
Place :hbr 2nd bl… https://t.co/DM4SrkOfKC",1,False
krishna82358018,,Twitter for Android,,2021-05-09 15:31:54,False,57,@ANI If u could have made oxygen plants within that year u could have also saved lives of innocent people. Don't th… https://t.co/ZyUI53CVse,0,False
priyashmita,Timbuktoo,Twitter Web App,,2021-05-09 15:31:54,False,2554,"Sudarshan Gupta
Age :78
Oxygen Saturation Level:70 without oxygen
Contact :9591007564
#SOSDelhi
#SOSIYC 
#ICUBed… https://t.co/LfMzmz6wvn",18,False
_stellarqueenie,Diyakidunia🌎,Twitter for Android,,2021-05-09 15:31:51,True,697,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
LUCKNOW 
Few Oxygen Beds Available

Name: Vinayak Trauma Centre and Hospital
Phone: 9919604383
Location:… https://t.co/RRFJRyr8x5",4,False
Babyswe11601228,bts bts bts,Twitter for Android,,2021-05-09 15:31:50,False,1006,I want an oxygen tank🥵🥵🔥🔥🔥🔥😭😭😭🚨😭🥵🥵😭😭🥵😭🔥🔥🥵😭🔥🥵😭🥵😭🥵😭🥵😭🥵😭🥵😭🥵😭😭🔥 baby help me https://t.co/7VAOgR3MBO,0,False
HPFY,"Connecticut, USA",Sendible,,2021-05-09 15:31:49,False,1804,"Whether you are at home or out and about, Eclipse 5 Portable Oxygen Concentrator provides you with the oxygen you n… https://t.co/4pLKGruCCd",0,False
innrchiIdv,19 she/her,Twitter for iPhone,,2021-05-09 15:31:44,False,324,jm in need of oxygen https://t.co/ylrLT0Ip20,0,False
AAPNareshBalyan,,Twitter for Android,,2021-05-09 15:31:42,True,1076,"BREAKING

AAP Legal team Files a complaint against @TajinderBagga and @amitmalviya about the alleged oxygen tanker… https://t.co/rSA10AuhBt",10,False
fiercy_jhalli,Hell ,Twitter for Android,,2021-05-09 15:31:41,True,215,"🔴Verified message Two ICU and oxygen beds available at Shri Narayana Covid hospital, Nagpur at *NMC approved rates*… https://t.co/mLVpOhUvHu",1,False
UnitedWithINC,,Twitter for Android,,2021-05-09 15:31:40,True,1975,"@amitmalviya It should be also be noted that 
while the people of the country are suffering due to the lack of basi… https://t.co/F2Kld2JmzU",9,False
auliamln_a,Mi Casa,Twitter for Android,,2021-05-09 15:31:37,False,169,"@yoon_erina Oxygen ready

#ButterTeaser1 
#BTS_Butter
#BTS #방탄소년단 https://t.co/XLkCg3wfdz",0,False
umr_riyas,"केरल, भारत",Twitter for Android,,2021-05-09 15:31:35,False,189,"Now India has 5 problems.

Oxygen Shortage
Hospital Bed Shortage
Medicine Shortage
Vaccine Shortage
Rising of Death… https://t.co/T7zzsUtFDB",0,False
youngista,"delhi ,bhopal",Twitter for Android,,2021-05-09 15:31:35,False,2395,"Lucknow
Oxygen cans (9L) Available 

Contact no: 7999998217
Location : Madiyaon Thana, Lucknow

Verified at 8:23 pm… https://t.co/kKSVWoIYAG",1,False
Digvija22318349,"Bijnor, India",Twitter for Android,,2021-05-09 15:31:34,False,140,"Urgently required B+ Blood plasma
Patient name USHA devi
Oxygen Level 85
Admitted in Hospital Pratap mini bypass Ba… https://t.co/kEc1oY80ux",0,False
Jeon_illegurl,Sri Lanka,Twitter Web App,,2021-05-09 15:31:33,False,937,JUST TELL ME IF THIS SONG IS GONNA BE SOFT OR FULL HORNY DARK MODE FOR US SO I CAN GRAB SOME EXTRA OXYGEN ALREADY,0,False
_stellarqueenie,Diyakidunia🌎,Twitter for Android,,2021-05-09 15:31:31,True,697,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
LUCKNOW 
Few Oxygen Beds Available

Name: A One Hospital
Phone: 9450374007
Location: Jlabour ada, Pakkap… https://t.co/kfRv64BW06",3,False
Shaktip26071117,Bhubaneswar ,Twitter Web App,,2021-05-09 15:31:28,False,208,@RDXThinksThat @OpIndia_com @vaibarg The article wrongly interprets exemption. Oxygen cylinders and other covid dru… https://t.co/e1rMLjtSPb,0,False
majidhyderi,Srinagar,Twitter Web App,,2021-05-09 15:31:28,True,841,"It's shocking: In the garb of #COVID19  crises, some officials in JK Govt are trying to mint fortunes, when people… https://t.co/Ke4PcaY8IN",0,False
Vikas_KM,India,Twitter Web App,,2021-05-09 15:31:27,False,325,"This might be the cruelest govt in the world right now. killing its citizens with riots, lack of oxygen, health car… https://t.co/ExJ3JyaljE",0,False
thesmruti,भारत,Twitter for Android,,2021-05-09 15:31:27,True,239,@khansjak @AmitShah This is the language of that state which supplies maximum Oxygen to many of the states..... Thi… https://t.co/8oLrjem9W9,0,False
kimtaelle,私は時々京都に住んでいますが、フィリピンはそうです,Twitter for Android,,2021-05-09 15:31:22,False,2045,@BIGHIT_MUSIC need oxygen... https://t.co/sc5wXd54qi,0,False
triVVedi,"Hathras, India",Twitter for Android,,2021-05-09 15:31:22,True,838,Requirement of a flowmeter for an OXYGEN CYLINDER in old gurgaon!! Please amplify and give verified numbers. URGENT… https://t.co/hKrvAl1qWo,2,False
GovardhanaRam,India,Twitter for Android,,2021-05-09 15:31:18,False,28,"@MBofficialTeam Emergency requirement.. please help us.. Bed requirement and oxygen requirements....
Patient: Shaik… https://t.co/zJmyYI1fj4",0,False
RAUNIKs,,Twitter Web App,,2021-05-09 15:31:15,False,60,"@PiyushGoyal If every place you are sending These containers than why SC has formed this Task force

https://t.co/hnI2ZBzXE0",0,False
live_wiremedia,"Jammu, Jammu And Kashmir",Blog2Social APP,,2021-05-09 15:31:11,False,83,"10 additional oxygen generation plants to come up in J&amp;K

https://t.co/zrW91LnE1R https://t.co/1hTobEfztD",0,False
